Name,Character,IsDefaultSkin,EnabledByCalendar,TID,Icon,Geometry,Texture,NormalMap,MaterialMap,EmissionMap,SWF,SWFTextureExportName,Animation,AltAnimation,CameraDistance,ViewportWidth,ViewportHeight,CelebrateSfx,CelebrateSfxVolume,DeployEffect,AttackEffect,AttackEffect2,AttackEffectAlt,AttackEffect2Alt,HitEffect,DieEffect,AbilityTriggerEffect,AbilityEffect,AbilityActivationEffect,AbilityHitEffect,SkinChangeEffect,ParticleEffect3D,AbilityEffect3D,GunBone,ShadowBone,ProjectileVis,RageProjectileVis,AbilityProjectileVis,SpawnedTroopAnimation,Environment,EnvironmentMenu,EnvironmentWardrobe,MakeCreator,ShadowScale,Tier,ThemeIcon,ThemeTID,ThemeYear,FeatureCustomModel,FeatureCustomTextures,FeatureCustomAnimations,FeatureCustomEffects,FeatureCustomSounds,FeatureCustomVoiceovers,FeatureCustomUnits,FeatureExtraAnimations,FeatureExtraEffects,FeatureExtraSounds,ShadowSWF,ShadowExportName,ShadowAlpha,OutlineSize,PortraitCameraPosition,PortraitCameraLookAt,PortraitCameraFov,PortraitCameraDefaultModelRotation,UseMenuPoseInPortrait,BloomStrength,BloomThreshold
ArcherQueen049,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen050,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen051,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen052,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen053,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen054,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen055,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen056,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen057,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen058,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen059,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen060,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden031,Grand Warden,FALSE,FALSE,TID_CLASHOWEEN_WARDEN,image/skin_icons/gw_clashoween24_dl_opt.ktx,sc3d/grandwarden_clashoween_geo_dl_opt.glb,sc3d/grandwarden_clashoween_a_dl_opt.ktx,sc3d/grandwarden_clashoween_n_dl_opt.ktx,sc3d/grandwarden_clashoween_m_dl_opt.ktx,sc3d/grandwarden_clashoween_e_dl_opt.ktx,,,GrandWardenClashoweenSkin,GrandWardenFlyClashoweenSkin,10000,225,225,,,GrandWarden_Clashoween24_Deploy,GrandWarden clashoween24 Attack,,GrandWarden clashoween24 Attack,,Grand Warden clashoween Hit,GrandWarden_Clashoween24_Die,,,,,,,,fx_beam_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;2000;0,,,,20,100
GrandWarden032,Grand Warden,FALSE,FALSE,TID_TH17_WARDEN,image/skin_icons/gw_judgement_dl_opt.ktx,sc3d/grandwarden_th17_geo_dl_opt.glb,sc3d/grandwarden_th17_a_dl_opt.ktx,sc3d/grandwarden_th17_n_dl_opt.ktx,sc3d/grandwarden_th17_m_dl_opt.ktx,sc3d/grandwarden_th17_e_dl_opt.ktx,,,GrandWardenTH17Skin,GrandWardenFlyTH17Skin,10000,225,225,,,GrandWarden_Judgement_Deploy,GrandWarden_Judgement_Attack_VFX,,GrandWarden_Judgement_Attack_VFX,,Grand Warden judgement Hit,GrandWarden_Judgement_Die,,,,,,,,fx_staff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;4300,0;1600;0,,,,20,100
GrandWarden033,Grand Warden,FALSE,FALSE,TID_ICE_WARDEN,image/skin_icons/gw_ice_dl_opt.ktx,sc3d/grandwarden_ice_geo_dl_opt.glb,sc3d/grandwarden_ice_a_dl_opt.ktx,sc3d/grandwarden_ice_n_dl_opt.ktx,sc3d/grandwarden_ice_m_dl_opt.ktx,sc3d/grandwarden_ice_e_dl_opt.ktx,,,GrandWardenIceSkin,GrandWardenFlyIceSkin,10000,225,225,,,GrandWarden_Ice_Deploy,chr_gw_iceSkin_Attack,,chr_gw_iceSkin_AttackAir,,chr_gw_iceSkin_Hit,GrandWarden_Ice_Die,,,,,,,,fx_snowflake01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
GrandWarden034,Grand Warden,FALSE,FALSE,TID_LNY25_WARDEN,image/skin_icons/gw_lny25_dl_opt.ktx,sc3d/grandwarden_lny25_geo_dl_opt.glb,sc3d/grandwarden_lny25_a_dl_opt.ktx,sc3d/grandwarden_lny25_n_dl_opt.ktx,sc3d/grandwarden_lny25_m_dl_opt.ktx,sc3d/grandwarden_lny25_e_dl_opt.ktx,,,GrandWardenLny2025Skin,GrandWardenFlyLny2025Skin,10000,225,225,,,GrandWarden LNY2025 Deploy,GrandWarden LNY2025 AtkMute,,GrandWarden LNY2025 AtkMute,,GrandWarden LNY2025 Hit,,,,,,,,,Pill_s,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,50,100
GrandWarden035,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden036,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden037,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden038,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden039,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden040,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden041,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden042,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden043,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden044,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden045,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden046,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden047,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden048,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden049,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
GrandWarden050,Grand Warden,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHeroDefault,Minion Hero,TRUE,FALSE,TID_MINION_HERO,image/skin_icons/mp_original.ktx,sc3d/princeminion_default_geo.glb,sc3d/princeminion_default_a.ktx,sc3d/princeminion_default_n.ktx,sc3d/princeminion_default_m.ktx,sc3d/princeminion_default_e.ktx,,,MinionDefaultSkin,,10000,225,225,,,Minion Prince Deploy,Minion Prince Attack,,,,Minion Prince Hit,Minion Prince Die,,,,,,,,fx_stick_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;900;4300,0;1750;0,,,TRUE,20,100
MinionHero001,Minion Hero,FALSE,FALSE,TID_LNY25_PRINCE,image/skin_icons/mp_lny25_dl_opt.ktx,sc3d/princeminion_lny25_geo_dl_opt.glb,sc3d/princeminion_lny25_a_dl_opt.ktx,sc3d/princeminion_lny25_n_dl_opt.ktx,sc3d/princeminion_lny25_m_dl_opt.ktx,sc3d/princeminion_lny25_e_dl_opt.ktx,,,MinionLny2025Skin,,10000,225,225,,,Minion LNY2025 Deploy,Minion Prince Attack,,,,Minion_LNY2025_attack_hit,Minion LNY2025 Die,,,,,,,,stick_s,hips_s,skin_MP_lny2025_AttackProjectile,,skin_MP_lny2025_projectile_DarkOrb,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,0,0;900;4300,0;1750;0,,,TRUE,10,100
MinionHero002,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero003,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero004,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero005,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero006,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero007,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero008,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero009,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero010,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero011,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero012,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero013,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero014,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero015,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero016,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero017,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero018,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero019,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
MinionHero020,Minion Hero,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
LabAssistant,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/research_default_geo.glb,sc3d/research_default_a.ktx,sc3d/research_default_n.ktx,sc3d/research_default_m.ktx,sc3d/research_default_e.ktx,,,ResearcherBuilderSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;650;0,,,,20,100
LabAssistantMenu,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/research_default_geo.glb,sc3d/research_default_a.ktx,sc3d/research_default_n.ktx,sc3d/research_default_m.ktx,sc3d/research_default_e.ktx,,,ResearcherBuilderMenuSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;650;0,,,,20,100
Alchemist,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/alchemist_default_geo.glb,sc3d/alchemist_default_a.ktx,sc3d/alchemist_default_n.ktx,sc3d/alchemist_default_m.ktx,sc3d/alchemist_default_e.ktx,,,AlchemistSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;650;0,,,,20,100
AlchemistMenu,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/alchemist_default_geo.glb,sc3d/alchemist_default_a.ktx,sc3d/alchemist_default_n.ktx,sc3d/alchemist_default_m.ktx,sc3d/alchemist_default_e.ktx,,,AlchemistMenuSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;650;0,,,,20,100
