TID,PL
TID_GEAR_RESOURCE_BONUS_LOOT_TITLE,Przyznane po zakończeniu wojny:
TID_GEAR_RESOURCE_COMMON,Błyszcząca ruda
TID_GEAR_RESOURCE_COMMON_INFO,Ulepsza wyposażenie. Znajdziesz ją w gwiezdnym bonusie lub w wojnach klanów.
TID_GEAR_RESOURCE_EPIC,Gwiaździsta ruda
TID_GEAR_RESOURCE_EPIC_INFO,"Gwiaździsta ruda pomaga ulepszać wyposażenie. Znajdziesz ją w wojnach klanów, wydarzeniach specjalnych i gwiezdnym bonusie od ligi 8. wzwyż."
TID_GEAR_RESOURCE_GENERIC_INFO,"Zanieś tę magiczną rudę do chaty kowala, by ulepszyć ekwipunek herosów."
TID_GEAR_RESOURCE_RARE,Świecąca ruda
TID_GEAR_RESOURCE_RARE_INFO,Ulepsza wyposażenie. Znajdziesz ją w gwiezdnym bonusie lub w wojnach klanów.
TID_GEAR_ROCKET_SPEAR,Włócznia rakietowa
TID_GEAR_SUMMONED_TROOPS_NO_UPGRADE_TEXT,Przyzwany oddział
TID_GEAR_TITLE_ARCHER_CROWN,Laleczka łuczniczki
TID_GEAR_TITLE_ARCHER_PUPPET_GIVEN_ABILITY,Niewidzialność
TID_GEAR_TITLE_BARBARIAN_CROWN,Laleczka barbarzyńcy
TID_GEAR_TITLE_CLONING_CLOAK,Magiczne lustro
TID_GEAR_TITLE_DARK_ORB,Mroczna kula
TID_GEAR_TITLE_ETERNAL_TOME,Wieczna księga
TID_GEAR_TITLE_FOOTBALL,Kolczasta piłka
TID_GEAR_TITLE_HASTE_VIAL,Fiolka przyspieszenia
TID_GEAR_TITLE_HEROIC_TORCH,Heroiczna pochodnia
TID_GEAR_TITLE_HEROIC_TORCH_GIVEN_ABILITY,Zdolność
TID_GEAR_TITLE_IRON_FIST,Fiolka szału
TID_GEAR_TITLE_LIFE_GEM,Klejnot życia
TID_GEAR_TITLE_LIGHT_BOMB,
TID_GEAR_TITLE_MINION_BODYGUARDS,Laleczka popleczników
TID_GEAR_TITLE_PHOENIX_STICK,
TID_GEAR_TITLE_ROYAL_CLOAK,Fiolka niewidzialności
TID_GEAR_TITLE_SEEKING_SHIELD,Zabójcza tarcza
TID_GEAR_TITLE_SNAKE_ARMOR,Wężowa bransoleta
TID_GEAR_TITLE_STONE_AMULET,Metalowe spodnie
TID_GEAR_TITLE_SUPER_ARCHER_PUPPET,
TID_GEAR_TITLE_TRAP_SHIELD,
TID_GEAR_TITLE_TURBO_START,Szlachetny hantel
TID_GEAR_TYPE_OTHER,Inne
TID_GEAR_TYPE_POTION,Mikstura
TID_GEAR_TYPE_SKILL,Zdolność
TID_GEAR_TYPE_SUMMON,Przyzwanie
TID_GEAR_UP_ARCHER_TOWER,"Zainstaluj przełącznik, który obniży tę wieżę łuczniczą, by strzelała szybciej."
TID_GEAR_UP_AVAILABLE_LATER,Najpierw ulepsz tę strukturę do poziomu <level>.
TID_GEAR_UP_BUILDING,Zmodyfikować strukturę?
TID_GEAR_UP_BUILDING_SUBTITLE,Ulepszenie specjalne:
TID_GEAR_UP_CANNON,"Zmień to działo w podwójne działo, które będzie zadawać większe obrażenia w mniejszym zasięgu."
TID_GEAR_UP_COMING_SOON,Modyfikacje do: <building> już wkrótce.
TID_GEAR_UP_ITEM,Zmodyfikuj: <item>
TID_GEAR_UP_MORTAR,"Zmień ten moździerz w multimoździerz, który strzela ognistymi rozbryzgowymi pociskami."
TID_GEAR_UP_TIME,Czas modyfikacji
TID_GEAR_VAMPSTACHE,Wampiwąsy
TID_GEM_BALANCE,Aktualne saldo klejnotów:\n<total>\n\nDarmowe klejnoty: <free>\n\nKupione klejnoty: <paid>
TID_GEM_BALANCE_BUTTON,Saldo klejnotów
TID_GEM_BALANCE_TITLE,Saldo klejnotów
TID_GEM_BUY_CONFIRMATION,Otrzymujesz klejnoty: <cb3f357><amount></c>!
TID_GEM_COMPENSATION_CLAN_GAMES,"Cześć, Wodzu! Zauważyliśmy, że przepadły Ci nagrody z ostatnich gier klanowych. Niestety nie możemy dać Ci zasobów i magicznych przedmiotów, ale wysłaliśmy Ci 50 klejnotów za każdy odblokowany próg nagród. Przyjmij nasze przeprosiny. Pozdrawiamy!"
TID_GEM_MINE_INFO,Kopalnie klejnotów zawierają rzadkie depozyty tych cennych zasobów. Wydobywanie klejnotów to powolna i ciężka praca.
TID_GEM_MINE_INFO_SHORT,Wydobywaj cenne klejnoty spod ziemi.
TID_GEM_POPUP_TEXT,"Masz za mało klejnotów. Przejdź do sklepu, by je dokupić."
TID_GENERIC_ERROR_BUILDER_BASE,Możesz to zrobić tylko w Bazie Budowniczego.
TID_GENERIC_ERROR_HOME_VILLAGE,Możesz to zrobić tylko w Osadzie Głównej.
TID_GENERIC_ERROR_MESSAGE,Nie możesz zrobić tego teraz.
TID_GENERIC_NOTIFICATION_TITLE,Uwaga
TID_GET_STARTER_PASS_TITLE,Kup karnet startowy
TID_GHOST,Królewski duch
TID_GHOST_CHAMPION,Czempionka Duch
TID_GHOST_DEFENSE_INFO,Ta obrona nastąpi w dalszej części turnieju lub będzie średnią Twoich innych obron.
TID_GHOST_KING,Król Duch
TID_GHOST_QUEEN,Królowa Duch
TID_GHOST_WARDEN,Strażnik Duch
TID_GIANT,Gigant
TID_GIANT_ABILITY_HELP,Pierwszy atak zadaje <num> obr.
TID_GIANT_ABILITY_NAME,Mocny cios
TID_GIANT_CANNON_INFO,"Nic nie stanie na drodze wielkiemu działu. Gigantyczne kule, którymi strzela, przedrą się przez wszystkie przeszkody."
TID_GIANT_CANNON_INFO_SHORT,"Wielkie działo, które rozprasza lekkie oddziały jak chmurki."
TID_GIANT_SKELETON,Gigantyczny szkielet
TID_GIFT_AVAILABLE_STREAM_TEXT,Znajomy z klanu przesyła prezenty
TID_GIFT_CLAIM_FAILED_NOT_PART_OF_CLAN,Nie możesz odebrać prezentu – nie należysz do klanu.
TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN,Nie możesz odebrać prezentu – niedawno zmieniono klan. Spróbuj później.
TID_GIFT_CLAIM_FAILED_RECENTLY_CHANGED_CLAN_TIME,Nie możesz odebrać prezentu – niedawno zmieniono klan. Spróbuj znów za <time>
TID_GIFT_CLAIM_FAIL_SERVER,Nie udało się. Spróbuj później.
TID_GIFT_DIAMOND_PACK_2,Wór klejnotów i prezenty
TID_GIFT_DIAMOND_PACK_3,Sakiewka klejnotów i prezenty
TID_GIFT_DIAMOND_PACK_4,Pudło klejnotów i prezenty
TID_GIFT_DIAMOND_PACK_5,Skrzynia klejnotów i prezenty
TID_GIFT_GIVEN_STREAM_TEXT,Prezenty dla klanu wysłane!
TID_GIFT_NOT_AVAILABLE_IN_MODE,"Wróć do Osady, by odebrać prezenty"
TID_GIFT_RECEIVED_INBOX_TEXT,Kod promocyjny na bonusowe zasoby został zrealizowany. Zasoby widoczne po lewej stronie zostały dodane do ekwipunku.
TID_GINGERBREAD_CHAMPION,Piernikowa Czempionka
TID_GINGERBREAD_KING,Piernikowy Król
TID_GINGERBREAD_QUEEN,Piernikowa Królowa
TID_GINGERBREAD_WARDEN,Piernikowy Strażnik
TID_GIVEN_ABILITY_BOOST_DAMAGE_PERCENTAGE,Zwiększenie obrażeń od: <ability> – <number>%
TID_GIVEN_ABILITY_DURATION,Czas trwania (sekundy): <ability>
TID_GIVEN_ABILITY_HASTE_SPEED,Zwiększenie szybkości od: <ability> – <number>
TID_GIVEN_ABILITY_MOVEMENT_SPEED,Szybkość ruchu od: <ability>
TID_GIVEN_ABILITY_NERF_DAMAGE_PERCENTAGE,Redukcja obrażeń od: <ability> – <number>%
TID_GIVEN_ABILITY_SHIELD_PROTECTION,Redukcja otrzymywanych obrażeń od: <ability> – <number>%
TID_GIVE_NAME_TITLE,Moja nazwa to…
TID_GLADIATOR_CHAMPION,Czempionka Gladiatorka
TID_GOBLIN,Goblin
TID_GOBLINMACHINE,Goblinia maszyna
TID_GOBLIN_BALLOON,Balon
TID_GOBLIN_BUILDER,Goblin budowniczy
TID_GOBLIN_BUILDER_AVAILABLE,Dostępny!
TID_GOBLIN_CHAMPION,Goblinia Czempionka
TID_GOBLIN_HALL_INFO,Serce Osady goblinów.
TID_GOBLIN_KING,Król Goblinów
TID_GOBLIN_QUEEN,Goblinia Królowa
TID_GOBLIN_RESEARCHER,Goblin badacz
TID_GOBLIN_SPEAKS_1,"Raaar, jeszcze z Tobą nie skończyłem."
TID_GOBLIN_SPEAKS_2,"Przegraliśmy raz, ale ten obóz goblinów jest o wiele mocniejszy!"
TID_GOBLIN_THROWER,Wyrzutnia goblinów
TID_GOBLIN_THROWER_INFO,"Ta maszyna wynaleziona przez gobliny ciska w atakujących beczki z goblinami, które rzucają ostrymi włóczniami w atakujących. Ale co rzucają włócznie?"
TID_GOBLIN_WARDEN,Goblini Strażnik
TID_GOBLIN_WORKER_BUILDING,Chata goblina budowniczego
TID_GOLD,Złoto
TID_GOLD2,Złoto Budowniczego
TID_GOLD2_ALT,Złoto Budowniczego
TID_GOLDEN_SHIELD_INFO1,Złota tarcza chroni magazyn. Podczas ataku innych graczy nie stracisz żadnych zasobów ani trofeów.
TID_GOLDEN_SHIELD_INFO2,"Możesz także atakować innych graczy, nie tracąc złotej tarczy."
TID_GOLDEN_SHIELD_INFO3,"Złotą tarczę możesz otrzymać, gdy ktoś złupi Twoją Osadę Główną. Możesz ją także kupić w sklepie, aby chronić swój magazyn."
TID_GOLDEN_SHIELD_TITLE,Złota tarcza
TID_GOLD_MINE_INFO,"Kopalnia złota produkuje złoto. Ulepszaj ją, aby zwiększyć produkcję i pojemność magazynu złota."
TID_GOLD_PASS_ACTIVATE_INFO,Aktywuj złoty karnet tego sezonu i odblokuj powyższe nagrody i nie tylko.
TID_GOLD_PASS_EXCLUSIVE_TAG,Wyłącznie\nw złotym karnecie
TID_GOLD_PASS_MAGIC_ITEMS_DETAILS,"Magiczne przedmioty są fajne… Ale wiesz, co jest jeszcze fajniejsze? WIĘCEJ MAGICZNYCH PRZEDMIOTÓW!\n\nOdblokuj mnóstwo magicznych przedmiotów ze złotym karnetem. Więcej szczegółów znajdziesz w torze nagród."
TID_GOLD_PASS_PERKS,Korzyści złotego karnetu
TID_GOLD_PASS_PERK_DETAILS,"Buduj szybciej, trenuj szybciej!\n\nKorzyści dostępne w ramach złotego karnetu:"
TID_GOLD_PASS_PURCHASE_INFO,Kup złoty karnet tego sezonu i odblokuj powyższe nagrody i nie tylko.
TID_GOLD_PASS_PURCHASE_INFO_SCID,Zdobądź złoty karnet tego sezonu i odblokuj powyższe nagrody.
TID_GOLD_PASS_REWARDS,Nagrody złotego karnetu
TID_GOLD_PASS_SALES_ENDED,"Sezon wkrótce się kończy, aktywowanie złotego karnetu jest niemożliwe. Spróbuj ponownie po zmianie sezonu."
TID_GOLD_PASS_SCENERY_DETAILS,Sceneria tego sezonu to: <scenery>.
TID_GOLD_PASS_SEASON_BANK_DETAILS,"Rozwijaj swój bank sezonowy, by zdobywać większe łupy na koniec sezonu.\n\nDzięki złotemu karnetowi bank sezonowy może przechowywać:\n• Złoto: <gold>\n• Eliksir: <elixir>\n• Mroczny eliksir: <de>"
TID_GOLD_PASS_SKIN_DETAILS,"Wyjątkowe przebranie herosa w tym sezonie to: <skin>.\n\nJeśli nie masz jeszcze odblokowanego tego herosa (<hero>), to przebranie będzie dostępne do użycia, gdy go odblokujesz."
TID_GOLD_SHOP_PACK,Złoto: <number>
TID_GOLD_SHOP_PACK_2,Złoto budowniczego: <number>
TID_GOLD_STORAGE_INFO,"Tutaj przechowywane jest Twoje cenne złoto. Nie dopuszczaj do niego podstępnych goblinów. Ulepszaj magazyn, by zwiększyć jego pojemność i wytrzymałość podczas ataku."
TID_GOLEM,Golem
TID_GOLEM_KING,Król-Golem
TID_GOLEM_SEC,Golemik
TID_GOOD_VALUE,Świetna okazja!
TID_GOOGLE_ACCOUNT_ALREADY_BOUND,Logowanie Google Play nie powiodło się. Twoje konto Google jest już powiązane z innym kontem gry.
TID_GOOGLE_PLAY_ACHIEVEMENTS,Osiągnięcia
TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE,Wczytaj Osadę
TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON,Wczytaj Osadę
TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON,Zobacz samouczek
TID_GOOGLE_PLUS_SIGNIN_TUTORIAL,Masz już Osadę?
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT,Chcesz wczytać osadę wodza <name> z ratuszem na poz. <number>.? Uwaga: utracisz postępy w bieżącej grze.
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE,Alert konta Google
TID_GOOGLE_SERVICE_CONNECT_BUTTON,Połącz
TID_GOOGLE_SERVICE_CONNECT_TEXT,"Wodzu!\n<c2>Zabezpiecz swoje postępy teraz,</c>logując się przez konto Google Play.\n\nDzięki temu <c2>zawsze możesz przywrócić swoją Osadę na dowolnym urządzeniu z Androidem</c> za każdym razem, gdy zalogujesz się przez to samo konto Google Play."
TID_GOOGLE_SERVICE_CONNECT_TITLE,Zalecane logowanie przez Google Play
TID_GOOGLE_SERVICE_SIGN_IN,Zaloguj się
TID_GP_ACTIVATE_BANNER_TITLE,Aktywuj złoty karnet
TID_GP_ACTIVATE_COUNTDOWN,Czas na aktywację karnetu kończy się za <time>
TID_GP_GET_BANNER_TITLE,Zdobądź złoty karnet
TID_GP_GET_SCREEN_TITLE,Zdobądź złoty karnet
TID_GP_POP_BANK,Większy bank sezonowy
TID_GP_POP_BOOKS,+ 4 księgi
TID_GP_POP_BP,Bonusowe punkty
TID_GP_POP_FORGE,Automatyczne miejsce w kuźni
TID_GP_POP_MORE,i NIE TYLKO!
TID_GP_POP_MORE_ALT,i NIE TYLKO!
TID_GP_POP_OFFER1,Wyjątkowe przebranie herosa!
TID_GP_POP_OFFER2,-20% do kosztów i czasów!
TID_GP_POP_PERKS,Korzyści klanowe
TID_GP_POP_POTIONS,+ 6 mikstur
TID_GP_POP_RUNES,+ 5 run
TID_GP_POP_SUBTITLE,Odblokuj niesamowite nagrody!
TID_GP_PURCHASE_COUNTDOWN,Wyprzedaż karnetu kończy się za <time>
TID_GRAND_WARDEN,Wielki Strażnik
TID_GRAND_WARDEN_GLADIATOR,Strażnik Gladiator
TID_GRAND_WARDEN_INFO,Wielki Strażnik to taktyk-weteran z potężnym magicznym kosturem. Może wspierać Twoje oddziały atakujące wrogie osady lub bronić Twojej Osady.
TID_GRAND_WARDEN_INFO_SHORT,Mistrz magii wspierający wojsko.
TID_GRASS,Wysoka trawa
TID_GROWTH_AURA_MAX,Maks. zwiększenie PŻ: <number>
TID_GROWTH_AURA_PERCENT,Zwiększenie PŻ: <number>%
TID_GUARD_BUY_CONFIRMATION,Straż aktywowana
TID_GUARD_INFO,"Najlepsza ofensywa i defensywa. Straż chroni Osadę przed atakami, jednocześnie umożliwiając atakowanie innych. Dostępna tylko, gdy tarcza nie jest aktywna."
TID_GUARD_NOT_AVAILABLE,"Nie można kupić straży, gdy tarcza jest aktywna."
TID_GUARD_ON_COOLDOWN,Straż nie jest jeszcze dostępna.
TID_GUARD_POST_INFO,Tu znajdują się oddziały pomagające podczas obrony. Te łobuzy na pewno spowolnią wroga.
TID_GUARD_POST_INFO_SHORT,"Dołącz do straży, mówili. Zobaczysz świat, mówili."
TID_GUEST_LOGIN_BUTTON,Login gościa
TID_GUEST_LOGIN_IAP_BLOCKED,"Zgodnie z najnowszymi przepisami antynałogowymi nie można robić zakupów w grze po zalogowaniu na konto gościa. By zapewnić sobie najlepsze wrażenia z gry, warto zalogować się przez QQ lub WeChat i ukończyć weryfikację tożsamości. Jeśli jesteś już zalogowany(-na) na koncie gościa, możesz powiązać swoje konto z WeChat lub QQ w ustawieniach gry."
TID_GUIDANCE_WRONG_LOCATION,Rozmieść oddziały we wskazanym miejscu
TID_GUIDANCE_WRONG_LOCATION_FOR_CONTROLLABLE_HERO_GROUND,Stuknij poprawne miejsce.
TID_GUIDANCE_WRONG_UNIT,Wybierz poprawną jednostkę
TID_HAALANDCLASH_KING,Futbolowy Król
TID_HAALAND_KING,Król Haaland
TID_HALLOWEEN_2016_INFO,
TID_HALLOWEEN_2016_TITLE,
TID_HALLOWEEN_END_CAULDRON,Dekoracja w postaci kotła kwaśnego eliksiru będzie teraz przechowywana w Osadzie.
TID_HALLOWEEN_END_TOKENS,Pozostałe medale kombinacji zostały wymienione na złoto (<num>).
TID_HALLOWEEN_EVENT_2023_INFO,Zbieraj kwaśny eliksir i odbieraj nagrody podczas Szaleństwa kombinacji. Wymieniaj medale kombinacji u handlarza na nagrody.
TID_HALLOWEEN_EVENT_2023_INFO_TRACK_ENDED,"Nie ma już kwaśnego eliksiru, ale wciąż masz czas, by odebrać nagrody i wymienić medale u handlarza."
TID_HALLOWEEN_EVENT_2023_TITLE,Szaleństwo kombinacji
TID_HALLOWEEN_EVENT_TITLE,Szaleństwo kombinacji
TID_HALLOWEEN_INFO_SCREEN_ITEM1,"Atakuj bazy w bitwach multiplayer, by zebrać kwaśny eliksir."
TID_HALLOWEEN_INFO_SCREEN_ITEM2,"Odbieraj nagrody, wśród których znajdziesz oddziały halloweenowe i wzmocnienia."
TID_HALLOWEEN_INFO_SCREEN_ITEM3,Zbieraj medale kombinacji i wymieniaj je na więcej nagród.
TID_HALLOWEEN_INFO_SCREEN_TITLE,Witaj w Szaleństwie kombinacji!
TID_HALLOWEEN_STORAGE_CONVERSION_INFO,Kocioł zmieni jeden ze zbiorników eliksiru w zbiornik kwaśnego eliksiru za <time>
TID_HALLOWEEN_TOKENS_LEFT,Pozostałe medale kombinacji: <num>
TID_HAMMERJAM_OFFER1_MAGICITEMS_BUILDER_POTION_AND_GOLD_INFO_999,• Złoto: <res0>\n• Mikstura Budowniczego: <booster1>\n\n• Brak limitów magazynowych\n• Tę ofertę możesz kupić 5 razy.\n\nSkorzystaj w pełni z sezonu ulepszeń dzięki tej niezwykłej ofercie.
TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_1999,• Pierścień murów: <booster1>\n• Runa mrocznego eliksiru: <booster2>\n• Mikstura Budowniczego: <booster3>\n\n• Brak ograniczeń magazynowych.\n• Tę ofertę możesz kupić 10 razy.\n\nDzięki temu pakietowi aktualizacji możesz ulepszać Osadę bez przestojów.
TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_4999,• Pierścień murów: <booster1>\n• Runa eliksiru: <booster2>\n• Runa złota: <booster3>\n• Runa mrocznego eliksiru: <booster4>\n\n• Brak ograniczeń magazynowych.\n• Tę ofertę możesz kupić 4 razy.\n\nDzięki temu pakietowi aktualizacji możesz ulepszać osadę bez przestojów.
TID_HAMMERJAM_OFFER2_MAGICITEMS_WALLRING_AND_ALLRUNES_INFO_9999,• Pierścień murów: <booster1>\n• Runa eliksiru: <booster2>\n• Runa złota:<booster3>\n• Runa mrocznego eliksiru: <booster4>\n\n• Brak ograniczeń magazynowych.\n• Tę ofertę możesz kupić 2 razy.\n\nDzięki temu pakietowi aktualizacji możesz ulepszać osadę bez przestojów.
TID_HARD_MODE_DESC,"Stanowiska obronne zadają 20% więcej obrażeń. 20% więcej do zadawanych obrażeń i PŻ herosów obrońców. 10% mniej zadawanych obrażeń i PŻ atakujących herosów. Poziom zwykłego wyposażenia herosów jest zmniejszony o 3, a epickiego o 6."
TID_HARD_MODE_DESC_LIST,• <cff4b84ff>Stanowiska obronne</c> zadają 20% więcej obrażeń.\n• 20% więcej do zadawanych obrażeń i PŻ <cffff4ba8>herosów obrońców</c>.\n• 10% mniej zadawanych obrażeń i PŻ <cffff4ba8>atakujących herosów</c>.\n• Poziom <cff4ebd59>zwykłego wyposażenia</c> obniżony o 3.\n• Poziom <cff4ebd59>epickiego wyposażenia</c> zmniejszony o 6.
TID_HARD_MODE_MINUS_ONE_DESC,Stanowiska obronne zadają 14% więcej obrażeń. 14% więcej do zadawanych obrażeń i PŻ herosów obrońców. 6% mniej zadawanych obrażeń i PŻ atakujących herosów. Wyposażenie ograniczone do poziomu 16. Epickie wyposażenie ograniczone do poziomu 23.
TID_HARD_MODE_MINUS_ONE_DESC_LIST,• <cff4b84ff>Stanowiska obronne</c> zadają 20% więcej obrażeń.\n• 20% więcej do zadawanych obrażeń i PŻ <cffff4ba8>herosów obrońców</c>.\n• 10% mniej zadawanych obrażeń i PŻ <cffff4ba8>atakujących herosów</c>.
TID_HARD_MODE_MINUS_THREE_DESC_LIST,• <cff4b84ff>Stanowiska obronne</c> zadają 7% więcej obrażeń.\n• 7% więcej do zadawanych obrażeń i PŻ <cffff4ba8>herosów obrońców</c>.\n• 3% mniej zadawanych obrażeń i PŻ <cffff4ba8>atakujących herosów</c>.
TID_HARD_MODE_MINUS_TWO_DESC,Stanowiska obronne zadają 7% więcej obrażeń. 7% więcej do zadawanych obrażeń i PŻ herosów obrońców. 3% mniej zadawanych obrażeń i PŻ atakujących herosów. Wyposażenie ograniczone do poziomu 16. Epickie wyposażenie ograniczone do poziomu 25.
TID_HARD_MODE_MINUS_TWO_DESC_LIST,• <cff4b84ff>Stanowiska obronne</c> zadają 14% więcej obrażeń.\n• 14% więcej do zadawanych obrażeń i PŻ <cffff4ba8>herosów obrońców</c>.\n• 6% mniej zadawanych obrażeń i PŻ <cffff4ba8>atakujących herosów</c>.
TID_HASH,#
TID_HASTE,Zaklęcie szału
TID_HASTE_DAMAGE,Zwiększenie obrażeń w %: <number>
TID_HASTE_DAMAGE_OFFSET,Zwiększenie obrażeń: <number>
TID_HASTE_INFO,"Niech Twoje jednostki wpadną w szał, który sprawi, że będą szybsze, większe i silniejsze.\n\nRzuć to zaklęcie, aby stworzyć krąg szału. Twoje jednostki wewnątrz kręgu będą miały zwiększoną szybkość i siłę ataku."
TID_HASTE_INFO_SHORT,"Napełnia wojsko szałem, siłą i szybkością."
TID_HASTE_SPEED,Zwiększenie szybkości: <number>
TID_HASTE_TOWER,Wieża zaklęcia szału
TID_HASTY_BALLOON_ABILITY_HELP,Szybszy ruch przez pierwsze <num> s.
TID_HASTY_BALLOON_ABILITY_NAME,Wzmacniacze
TID_HEAL,Leczenie: <number>
TID_HEALER,Uzdrowicielka
TID_HEALING_WAVE,Zaklęcie leczenia
TID_HEALING_WAVE_INFO,"Ulecz swoje oddziały, by walczyły dalej.\n\nRzuć to zaklęcie, aby stworzyć krąg leczenia. Twoje jednostki wewnątrz kręgu będą uzdrawiane."
TID_HEALING_WAVE_INFO_SHORT,"Rzuć leczenie tam, gdzie jest potrzebne."
TID_HEALTH_RECOVERY,Odzyskiwanie PŻ: <number>%
TID_HEAL_AURA,Leczenie na sekundę: <number>
TID_HEAL_ON_ACTIVATION,Leczy w momencie aktywacji: <number>
TID_HELP_TRAINING_PRESET_PREVIOUS_ARMY,Szybko trenuj wojsko użyte ostatnio w bitwie.
TID_HELP_TRAINING_SPELLS_HELP_POPUP,"Możesz warzyć dodatkowe zaklęcia, które poczekają tutaj, aż zwolni się miejsce w wojsku."
TID_HELP_TRAINING_TROOPS_HELP_POPUP,"Możesz trenować dodatkowe oddziały, które poczekają tutaj, aż zwolni się miejsce w wojsku.\n\nUwaga: oddziały będą trenować wolniej, gdy koszary są ulepszane."
TID_HEROES_FEATURE,Herosi
TID_HEROES_FEATURE_DESCRIPTION,Herosi wiodą wojsko do walki i pomagają w obronie Osady podczas ataków.
TID_HEROES_NOT_AT_CAPACITY_TOOLTIP,"<cffcd443d>Wybierz więcej herosów</c>, by wykorzystać wszystkie miejsca."
TID_HEROES_UNLOCK_AT,Herosi są dostępni od poz. <level>. ratusza.
TID_HEROJELLY_BANNER_SHORT_DESCRIPTION,"Herosi wciąż mogą walczyć, gdy są ulepszani."
TID_HEROJELLY_EVENT_TITLE,Nielimitowani herosi!
TID_HERO_ABILITY_BARBARIAN_DESC,"Król wpada w szał, odzyskuje dużą liczbę punktów życia i zyskuje przyspieszenie oraz wzmocnienie siły ataku. Do bitwy dołącza też grupa wściekłych barbarzyńców."
TID_HERO_ABILITY_BARBARIAN_TITLE,Żelazna pięść
TID_HERO_ABILITY_BATTLE_COPTER,Bombowa gorączka
TID_HERO_ABILITY_BATTLE_COPTER_DESC,"Śmigłowiec rusza do celu i zrzuca na niego potężną bombę. Po satysfakcjonującej eksplozji cel i wszystko wokół niego są nieco rozbite. Naładuj śmigłowiec, by zwiększyć obszar obrażeń bomby."
TID_HERO_ABILITY_CLONE_DAMAGE,Obrażenia klona: <number>
TID_HERO_ABILITY_CLONE_DPS,ONS klonów: <number>
TID_HERO_ABILITY_CLONE_HEALTH,PŻ klona: <number>
TID_HERO_ABILITY_COOLDOWN_ACTIVE,"Musisz poczekać, zanim znów użyjesz zdolności herosa."
TID_HERO_ABILITY_DURATION,Czas trwania zdolności:
TID_HERO_ABILITY_HEALTH,Odzyskiwanie PŻ: <number>
TID_HERO_ABILITY_LEVEL,Poziom zdolności: <number>.
TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT,Zdolność specjalna odblokowuje się na poziomie <number>.
TID_HERO_ABILITY_NUM_CLONES,Klony: <number>
TID_HERO_ABILITY_NUM_SUMMONED_UNITS,Przyzwane jednostki: <number>
TID_HERO_ABILITY_QUEEN_DESC,"Królowa znika, by odzyskać trochę punktów życia i wyzwolić salwy amunicji zadającej duże obrażenia. Obrońcy nie będą jej atakować i pojawią się grupy łuczniczek, które będą rozpraszać obrońców."
TID_HERO_ABILITY_QUEEN_TITLE,Królewski płaszcz
TID_HERO_ABILITY_ROYAL_CHAMPION_DESC,Królewska Czempionka rzuca swoją tarczę w najbliższą obronę. Ten cios z pewnością zostawi wyrwę. Tarcza odbija się dalej do kolejnej obrony i sieje dalsze zniszczenia.
TID_HERO_ABILITY_ROYAL_CHAMPION_TITLE,Zabójcza tarcza
TID_HERO_ABILITY_SUMMONED_TROOP_TYPE,Przyzwana jednostka:
TID_HERO_ABILITY_SUMMONED_UNITS_DAMAGE,Obrażenia przyzwanych jednostek: <number>
TID_HERO_ABILITY_SUMMONED_UNITS_DPS,ONS przyzwanych jednostek: <number>
TID_HERO_ABILITY_SUMMONED_UNITS_HEALTH,PŻ przyzwanych jednostek: <number>
TID_HERO_ABILITY_SUMMONED_UNITS_LEVEL,Poziom przyzwanych jednostek: <number>
TID_HERO_ABILITY_TIME,Czas trwania zdolności w sek.: <number>
TID_HERO_ABILITY_UNLOCK_PROMPT_FEMALE,"Ulepsz herosa do poziomu <number>., by odblokować tę zdolność."
TID_HERO_ABILITY_UNLOCK_PROMPT_MALE,"Ulepsz herosa do poziomu <number>., by odblokować tę zdolność."
TID_HERO_ABILITY_UNUSABLE_IN_RECALL,"Rozmieść odwołanego herosa, by użyć tej zdolności."
TID_HERO_ABILITY_UPGRADE_PROMPT_FEMALE,"Ulepsz heroskę do poziomu <number>., by poprawić jej zdolność."
TID_HERO_ABILITY_UPGRADE_PROMPT_MALE,"Ulepsz herosa do poziomu <number>., by poprawić jego zdolność."
TID_HERO_ABILITY_USED,Ta zdolność już została użyta.
TID_HERO_ABILITY_WARDEN_DESC,"Strażnik wyzwala pełną moc magicznej księgi, która sprawia, że on sam i sojusznicze jednostki stają się na krótki czas zupełnie odporne na obrażenia."
